,title,media,date,datetime,desc,link,img
133,Girl commits suicide after edited video goes viral,Dhaka Tribune,05-Jul-21,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/dhaka/2021/07/05/girl-commits-suicide-after-edited-video-goes-viral,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
134,Bangladesh: Mental health stigma a barrier to care,Anadolu Agency,14-Apr-21,,"Prevalence of disorders was highest among those 60 years and older at 20.2%. An estimated 10,000 people die by suicide in Bangladesh on average each year,...",https://www.aa.com.tr/en/asia-pacific/bangladesh-mental-health-stigma-a-barrier-to-care/2208229,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
135,'Beacon of hope': Bangladesh opens first school for ...,Reuters,06-Nov-20,,"DHAKA (Reuters) - A religious charity has opened the first school in Bangladesh for hijras, a transgender community whose members face widespread...",https://www.reuters.com/article/bangladesh-lgbt-madrasa-idUSKBN27M1M0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
136,An attempted “suicide pact” in Covid-19 era – psychiatric ...,BMC Psychiatry,04-Nov-22,,Depression and suicidal behaviors among Bangladeshi mothers of children with autism spectrum disorder: a comparative study. Asian J Psychiatry. 2020;51:101994.,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-022-04333-z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
137,Climate-stressed Indian farmers seek to escape debt and suicide,bdnews24.com,1 month ago,31:44.6,"In a new report linking rainfall deficits to higher farmer suicide rates in India's drought-prone states, researchers said climate change was making...",https://bdnews24.com/world/south-asia/jrq5y6o2h5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
138,242 committed suicide in 2021 with violence against girl children rising,The Business Standard,"ar 27, 2022",,"Some 242 girl children also committed suicide in 2021 while in 2020 the number ... head of Education, Quality Assurance and Compliance for Educo Bangladesh,...",https://www.tbsnews.net/bangladesh/child-abuse-deaths-higher-2021-ngcaf-report-392146,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
139,Aritree suicide: Arrest warrant issued for 2 Viqarunnisa teachers,New Age,23-Aug-20,,"... Aritri Adhikary, to commit suicide. Judge Robiul Alam passed the order, cancelling the bails of the accused teachers Nazneen Ferdous and Zinat Akhtar.",https://www.newagebd.net/article/114301/aritree-suicide-arrest-warrant-issued-for-2-viqarunnisa-teachers,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
140,"Maternal Complications, Suicide Among Top Reasons For ...",The Swaddle,23-Sep-22,,"Published in Lancet eClinical Medicine, the research focuses on low and middle-income countries (LMICs), like India, Bangladesh, and South Africa.",https://theswaddle.com/maternal-complications-suicide-among-top-reasons-for-sex-workers-deaths-study/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
141,"'Need some rest now,' BGB man says in suicide note",UNB,"ct 23, 2021",,A Border Guard Bangladesh (BGB) member allegedly killed himself with his own gun on Friday night apparently having failed to endure acute poverty.,https://unb.com.bd/category/Bangladesh/need-some-rest-now-bgb-man-says-in-suicide-note/81016,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
142,MP's son commits suicide in Khulna,Dhaka Tribune,"an 22, 2020",,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/nation/2020/01/22/mp-s-son-commits-suicide-in-khulna,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
143,Young couple found dead in Dhaka’s Mohammadpur in suspected murder-suicide,bdnews24.com,25-Sep-22,,Police have recovered the bodies of a young couple at their newly rented flat in Dhaka's Mohammadpur in what is suspected to be a murder-suicide incident.,https://bdnews24.com/bangladesh/xw1h97thr5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
144,Taliban provincial governor killed in suicide attack,Bangladesh Post,1 week ago,31:51.7,"The acting governor of an Afghan province was killed by a suicide bomber Tuesday, officials said, months after the region's police chief was killed in a...",https://bangladeshpost.net/posts/taliban-provincial-governor-killed-in-suicide-attack-113541,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
145,Hong Kong murder suspect 'commits suicide' after fleeing to ...,Asia News Network,1 month ago,31:51.8,"A suicide note found at the scene in April suggests he committed suicide “to avoid punishment”, the Hong Kong Police Force said in a statement on Saturday.",https://asianews.network/hong-kong-murder-suspect-commits-suicide-after-fleeing-to-japan/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
146,VIDEO: Why Kashmiri students protested after a suicide attempt in Bangladesh - The Kashmir Monitor,The Kashmir Monitor,"an 28, 2022",,"College faculties are locals of Bangladesh and they try their best to promote their own men. As a result, Kashmiris face problems.",https://www.thekashmirmonitor.net/video-why-kashmiri-students-protested-after-a-suicide-attempt-in-bangladesh/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
147,Saudi woman handed death sentence for killing Bangladeshi maid,Al Jazeera,16-Feb-21,,"In the last five years, nearly 70 Bangladeshi female workers died in Saudi Arabia, more than 50 of them committing suicide. Bangladesh is one of the world's...",https://www.aljazeera.com/news/2021/2/16/saudi-convicted-of-murdering-bangladeshi-maid-in-rare-verdict,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
148,Family says cyber loan sharks led to TMKOC writer’s suicide; claims app promises easy loan then traps an,Mumbai Mirror,04-Dec-20,,"The family of a television series writer, who died by suicide last week, ... One call was a number registered in Bangladesh, one in Myanmar and others were...",https://mumbaimirror.indiatimes.com/mumbai/cover-story/family-says-cyber-loan-sharks-led-to-tv-writers-suicide/articleshow/79556409.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
149,Air Force officer's body recovered in Dhaka,New Age,04-Sep-22,,"The deceased, Mohiuddin A Kadir, 48, was a wing commander of Bangladesh Air ... Police primarily suspected that it was an incident of committing suicide.",https://www.newagebd.net/article/180183/air-force-officers-body-recovered-in-dhaka,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
150,Philippines Captures Indonesian Woman Suspected of ...,Benar News,"ct 10, 2020",,"Security forces in the southern Philippines on Saturday captured an Indonesian woman they suspect was planning a suicide bomb attack, the military said.",https://www.benarnews.org/english/news/philippine/ph-id-bomber-10102020095644.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
151,Islamic State Terrorist From Kerala Was Suicide Bomber Who Carried Out Afghanistan Jail Blast,Indiatimes.com,05-Aug-20,,"""The group reportedly has between 150 and 200 members from Bangladesh, India, Myanmar and Pakistan. The current leader of AQIS is Osama Mahmood...,...",https://www.indiatimes.com/news/india/islamic-state-terrorist-from-kerala-was-suicide-bomber-who-carried-out-afghanistan-jail-blast-519581.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
152,"After friend's death in road accident, college student commits ...",Dhaka Tribune,1 month ago,32:17.5,A college student allegedly committed suicide in the capital's Khilgaon area early Sunday as he could not bear pain of his female friend's death in...,https://www.dhakatribune.com/bangladesh/2023/04/23/after-friends-death-in-road-accident-college-student-commits-suicide-in-dhaka,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
153,Vladimir Putin's head of Ukraine mobilisation dies in possible suicide: Report,The Business Standard,"ct 16, 2022",,"He died from hanging, the report added. An investigation has been launched into his death and suicide has not been ruled out as a cause by Russian police,...",https://www.tbsnews.net/worldbiz/europe/vladimir-putins-head-ukraine-mobilisation-dies-possible-suicide-report-514518,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
154,Contextualising mental health in Bangladesh: The youth perspective,The Daily Star,19-Jul-22,,"Among the health-related issues that the SDGs talk about, suicide comes ... Bangladesh's National Budget for FY 2022-23 mentions the mental health care...",https://www.thedailystar.net/opinion/views/news/contextualising-mental-health-bangladesh-the-youth-perspective-3073396,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
155,WHO: One in 100 deaths is by suicide,Dhaka Tribune,17-Jun-21,,"Copyright C 2012-2019. 2A Media Limited. All Rights Reserved. 8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/world/2021/06/17/who-1-in-100-deaths-is-by-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
156,"Bangladesh reports zero Covid-19 death, 6 positive cases",Jagonews24,"ar 6, 2023",,"Bangladesh reports zero Covid-19 death, 6 positive cases · Read More · Suspected suicide attack kills 9 police officers in Pakistan · PM seeks Bangladesh-Qatar...",https://www.jagonews24.com/en/national/news/67216,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
157,Rethinking mental health events and their effectiveness,The Financial Express,3 weeks ago,32:18.4,"Suicide rates due to mental health problems are increasing alarmingly in Bangladesh. According to the WHO, more than 11,000 individuals commit suicide in this...",https://thefinancialexpress.com.bd/views/rethinking-mental-health-events-and-their-effectiveness,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
158,"US female soldier sexually abused at base, commits suicide",New Age,"ar 18, 2023",,"A 20-year-old Army private, Ana Basaldua Ruiz, was found dead in her quarters at Fort Hood, the huge Texas military base where she served, on March 13, the army...",https://www.newagebd.net/article/197166/us-female-soldier-sexually-abused-at-base-commits-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
159,"Scared from COVID-19 tests, Rohingya refugees flee Bangladesh camps | Daily Sabah",Daily Sabah,"un 4, 2020",,Rohingya refugees infected with the coronavirus are fleeing quarantine in their Bangladesh camps because they fear being transferred to an isolated island...,https://www.dailysabah.com/world/asia-pacific/scared-from-covid-19-tests-rohingya-refugees-flee-bangladesh-camps,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
160,Bangladeshi woman dies by suicide 20 days after her ...,The Kashmir Walla,"ar 26, 2023",,"A non-local girl died by suicide just after 20 days after her marriage at a rented accommodation in the Sopore area of north Kashmir's Baramulla district,...",https://thekashmirwalla.com/bangladeshi-woman-dies-by-suicide-20-days-after-her-marriage-in-sopore/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
161,Violence against women goes unabated in Bangladesh,New Age,"ar 7, 2023",,"According to the rights group Ain o Salish Kendra, in 2022, a total of 936 women were raped, 47 were killed after rapes, seven committed suicide after rapes...",https://www.newagebd.net/article/196167/violence-against-women-goes-unabated-in-bangladesh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
162,Student suicide a silent crisis,Bangladesh Post,5 days ago,32:42.7,"In a poignant suicide note, the student expressed overwhelming feelings of loneliness that had consumed him. This unfortunate event highlights the urgent...",https://bangladeshpost.net/posts/student-suicide-a-silent-crisis-113748,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
163,‘Spreading faster than ever’: Bangladesh’s tea pickers have world’s highest rate of leprosy,The Guardian,"pr 7, 2023",,"It became a struggle to pick leaves at the tea plantation where she works in Bangladesh. “I had no idea what was happening to me,” says the 47-year-old,...",https://www.theguardian.com/global-development/2023/apr/07/spreading-faster-than-ever-why-bangladeshs-tea-pickers-have-the-worlds-highest-rate-of-leprosy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
164,CID final probe report says Chhatra League leader Diaz died ...,Dhaka Tribune,23-Feb-23,,"... (CID) on Thursday submitted its final probe report on Diaz Irfan Chowdhury's murder case, saying the Chhatra League leader had committed suicide.",https://www.dhakatribune.com/bangladesh/2023/02/23/cid-final-probe-report-says-chhatra-league-leader-diaz-died-by-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
165,Thai Judge Who Accused Superiors of Meddling in Verdicts ...,Benar News,"ar 7, 2020",,"Thai Judge Who Accused Superiors of Meddling in Verdicts Commits Suicide. Mariyam Ahmad 2020.03.07. Pattani, Thailand. Share...",https://www.benarnews.org/english/news/thai/Thai-judge-dies-03072020104253.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
166,General psychiatric symptoms among Bangladeshi people ...,BMC Psychiatry,19-Sep-22,,"The findings indicate that many people in Bangladesh have experienced ... self-harm, and suicide, as well as exacerbating pre-existing mental health...",https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-022-04232-3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
167,Kashmiri 3rd year MBBS student dies in Bangladesh,Medical Dialogues,07-Sep-22,,"Srinagar: In an unfortunate incident, a MBBS student from Anantnag district studying in Bangladesh died after falling from the roof of her hostel building.",https://medicaldialogues.in/news/health/doctors/kashmiri-3rd-year-mbbs-student-found-dead-in-bangladesh-98695,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
168,80% of cyberbullying victims are women: Cyber Crime Division of DMP,The Daily Star,10-Dec-20,,Bangladesh has a high rate of cyberbullying and 80% of the victims are ... on the issue after the suicide of a teenager who fell prey to cyberbullying.,https://www.thedailystar.net/country/news/80-cyberbullying-victims-are-women-cyber-crime-division-dmp-2009017,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
169,"Bangladeshi man, 31, run over by train near Kallang MRT had ...",Mothership.SG,"an 27, 2022",,"Bangladeshi man, 31, run over by train near Kallang MRT had committed suicide, took drugs before death. He was thought to have been suffering from depression.",https://mothership.sg/2022/01/bangladeshi-suicide-kallang-mrt/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
170,"From Hindu temples to Durga Puja pandals, Hindu homes, shops and villages: Comprehensive account of the carnage in Bangladesh by Islamists",OpIndia,"ct 19, 2021",,"From Hindu temples to Durga Puja pandals, Hindu homes, shops and villages: Comprehensive account of the carnage in Bangladesh by Islamists.",https://www.opindia.com/2021/10/bangladesh-comprehensive-list-islamist-attacks-hindu-temples-blasphemy/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
171,College student kills herself after private video goes viral,Dhaka Tribune,22-Sep-22,,As many as 45 students committed suicide on an average per month this year showing a worrying trend of vulnerable mental condition of Bangladesh's future...,https://www.dhakatribune.com/nation/2022/09/22/college-student-kills-self-after-private-video-goes-viral,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
172,Bhojpuri 'dream girl' Akanksha Dubey found dead in Varanasi hotel room,The Economic Times,"ar 26, 2023",,"Bhojpuri actress Akanksha Dubey allegedly committed suicide in a hotel room in Varanasi on Sunday. She was 25 year old. As per reports, Akanksha was found...",https://economictimes.indiatimes.com/news/new-updates/bhojpuri-actress-akanksha-dubey-dies-by-suicide-in-varanasi-hotel/articleshow/99009416.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
173,Food storage officer's body found with suicide note in Madaripur,bdnews24.com,15-May-22,,Madaripur police OC Kamrul Islam Mia said the body was discovered around 9am on Sunday at the Nayachar area's Charmurgia food warehouse.,https://bdnews24.com/bangladesh/food-storage-officer-s-body-found-with-suicide-note-in-madaripur,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
174,A-Level student falls to his death from roof of Greenherald School in Dhaka,bdnews24.com,26-Jul-22,,"Police say the family believe he died by suicide · One-day Eid holiday extension recommended · China, India top list of foreigners working in Bangladesh · BSMMU...",https://bdnews24.com/bangladesh/jcosb0upo8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
175,Teen girl found dead at police stepfather’s house in Turag,bdnews24.com,1 month ago,32:55.9,"Police say the girl committed suicide and that Rabiul Alam, 32, was her stepfather. An uncle of Muvi objected to Alam being named as her father on the...",https://bdnews24.com/bangladesh/92eu5khf65,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
176,Death of College Girl: Her diaries hold vital evidence,The Daily Star,29-Apr-21,,"""I filed the case over instigating suicide against Anvir based on what I saw and what ... Bangladesh: A remote sensing driven approach"" was published in the...",https://www.thedailystar.net/frontpage/news/death-college-girl-her-diaries-hold-some-vital-clues-2085413,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
177,Aritry suicide: Arrest warrant issued against 2 VNSC teachers,Dhaka Tribune,23-Aug-20,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/court/2020/08/23/aritry-suicide-arrest-warrant-issued-against-2-vnsc-teachers,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
178,The growing mania of the youth to commit suicide,The Independent BD,22-Aug-20,,"According to WHO, approximately 15 million people are suffering from various mental illnesses in Bangladesh. Across the world the case of growing mania to...",https://www.theindependentbd.com/post/252051,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
179,"Father-in-law Mohsin refused to leave home before death by suicide, says actor Riaz",bdnews24.com,03-Feb-22,,"Father-in-law Mohsin refused to leave home before death by suicide, says actor Riaz. Loneliness, floundering business and cancer appear to have pushed Abu...",https://bdnews24.com/bangladesh/father-in-law-mohsin-refused-to-leave-home-before-death-by-suicide-says-actor-riaz,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
180,Title page: psychometric properties of literacy of suicide scale ...,BMC Public Health,"ar 30, 2023",,Literacy and stigma of suicide in Bangladesh: Scales validation and status assessment among university students. Brain and behavior. 2022;12(1):e2432. Article...,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-023-15528-8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
181,Six students commit suicide over SSC result,Dhaka Tribune,31-May-20,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/nation/2020/05/31/4-students-commit-suicide-over-ssc-result,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
182,"Fatema Amin, director of Henolux, gets bail in a case over contractor's suicide",bdnews24.com,29-Aug-22,,"The 50-year-old Anis was a former president of the Bangladesh Chhatra League's ... and his wife Fatema, accusing them of provoking Anis to die by suicide.",https://bdnews24.com/bangladesh/9yfq6w41ib,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
183,150-foot vessel sculpture at Hudson Yards closes after 3rd suicide,bdnews24.com,"an 13, 2021",,"A spokesman for Related Cos, the developer of Hudson Yards, said that the structure was “temporarily closed” and that the firm was consulting with suicide-...",https://bdnews24.com/arts/150-foot-vessel-sculpture-at-hudson-yards-closes-after-3rd-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
184,A Teacher Chopped Off Their Hair. An Attempted Suicide and ...,VICE,"ct 6, 2021",,"The students – from Rabindra University, a public college in the Sirajganj district of Bangladesh – were then made to sit through their exams with their...",https://www.vice.com/en/article/jg8w4b/students-bangladesh-forced-haircut-strike,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
185,Dhaka-Padma Bridge-Dhaka for Tk 999,Prothom Alo English,21-Jul-22,,"She said at least 10,000 people commit suicide every year in Bangladesh. Consumption of drug increases the tendency to commit suicide. The existing stigma...",https://en.prothomalo.com/bangladesh/jenu8ty3pr,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
186,"K-pop idol Haesoo found dead at 29, police recovered suicide ...",The Business Standard,1 month ago,33:24.8,"""This year we are featuring the works of 50 artists starting from senior to young, from Murtaja Baseer who is one of the earliest artists in Bangladesh, to the...",https://www.tbsnews.net/splash/k-pop-idol-haesoo-found-dead-29-police-recovered-suicide-note-632534,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
187,Munia's death: Eminent citizens dismayed as police relieve ...,Dhaka Tribune,26-Jul-21,,"Sayem was sued on charges of abetting the suicide of Munia. 2021/12/dt-pg-1640501790753.jpg. Also Read - Bashundhara MD's wife, family members leave Bangladesh...",https://archive.dhakatribune.com/bangladesh/2021/07/26/munia-s-death-eminent-citizens-dismayed-as-police-relieve-bashundhara-md,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
188,"After 25 years in Canada, this Toronto man is being deported to Bangladesh this week — and separated from his son and grandkids",The Toronto Star,26-May-22,,When Mohammad Mahfuz Alam fled Bangladesh and a repressive regime in 1996 to seek political ... How could a pathologist and police call it a murder-suicide?,https://www.thestar.com/news/canada/2022/05/26/after-25-years-in-canada-this-toronto-man-is-being-deported-to-bangladesh-this-week-and-separated-from-his-son-and-grandkids.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
189,"Suspect Bashundhara MD Sayem’s wife, children leave Bangladesh by chartered flight",bdnews24.com,29-Apr-21,,"Suspect Bashundhara MD Sayem's wife, children leave Bangladesh by chartered flight ... her and asked her to go away, which prompted her to die by suicide.",https://bdnews24.com/bangladesh/suspect-bashundhara-md-sayems-wife-children-leave-bangladesh-by-chartered-flight,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
190,Why Suicide Rates Are Dropping Around the World,Wired UK,1 month ago,33:49.2,"In Bangladesh, a similar ban led to a 65 percent reduction. Elsewhere, means restriction methods such as barriers on high structures, gun control laws, and...",https://www.wired.co.uk/article/suicide-prevention-falling-rates,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
191,US report: Bangladesh has capability to keep law and order ...,Dhaka Tribune,27-Feb-23,,"The report highlighted that Bangladesh's capacity to patrol land and maritime ... prison and one to death, for a 2005 suicide bombing at a Chittagong court.",https://www.dhakatribune.com/bangladesh/2023/02/28/us-report-bangladesh-has-capability-to-keep-law-and-order-situation-under-control,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
192,"Indore: Teenage student Janvi commits suicide, family alleges ...",HinduPost,1 month ago,33:49.5,"“Indore: Teenage student Janvi commits suicide, family alleges she was being harassed by a coconut vendor Aman Khatik”, OpIndia, May 11, 2023:.",https://hindupost.in/crime/indore-teenage-student-janvi-commits-suicide-family-alleges-she-was-being-harassed-by-a-coconut-vendor-aman-khatik/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
193,OP-ED: This is a man's world,Dhaka Tribune,18-May-21,,"Suicide rates are alarming in many nations, including Bangladesh. Every year, around 1 million people die by suicide worldwide, which is more than double the...",https://archive.dhakatribune.com/opinion/op-ed/2021/05/18/op-ed-this-is-a-man-s-world,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
194,Another Santal farmer drinks pesticide for not getting water,New Age,"pr 10, 2023",,Another farmer from Santal community attempted to commit suicide by drinking pesticide reportedly for not getting irrigation water for his paddy field at...,https://www.newagebd.net/article/199125/another-santal-farmer-drinks-pesticide-for-not-getting-water,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
195,Asia News Wrap: Severe heat closes schools in Bangladesh ...,CGTN,5 days ago,33:49.7,"The deputy governor of Afghanistan's northern Badakhshan province was killed by a suicide car bomb on Tuesday. ""Nissar Ahmad Ahmadi, with his driver, have been...",https://news.cgtn.com/news/2023-06-09/Asia-News-Wrap-Severe-heat-closes-schools-in-Bangladesh-and-more-1kt8yiQ6CWc/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
196,"LSD use led to Dhaka University student’s death, say police",bdnews24.com,27-May-21,,"“He went on to grab a machete from 'Da Baba' and died by suicide by slitting his own throat. Seeing Hafizur at such a state, his friends fled in fear...",https://bdnews24.com/bangladesh/lsd-use-led-to-dhaka-university-students-death-say-police,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
197,"Sustainable mental health approaches stressed for addressing drug, suicide issues",Prothom Alo English,7 hours ago,33:49.9,"She said at least 10,000 people commit suicide every year in Bangladesh. Consumption of drug increases the tendency to commit suicide.",https://en.prothomalo.com/bangladesh/xfsrnoj9fw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
198,Garment exporter Bangladesh faces $6 bln hit as world ...,Reuters,"ar 31, 2020",,"DHAKA, March 31 (Reuters) - Bangladesh, the second-largest apparel producer after China, is set to lose roughly $6 billion in export revenue this financial...",https://www.reuters.com/article/health-coronavirus-bangladesh-exports-idUSL1N2BO1A2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
